instance_id	verdict	patch_bytes	source_tree	has_log	has_tool_calls	has_llm_parquet	note
sphinx-doc__sphinx-7985	0	7377	results_swev	1	1	1	
sphinx-doc__sphinx-8265	1	4325	results_swev	1	1	1	
sphinx-doc__sphinx-8459	1	1244	results_swev	1	1	1	
sphinx-doc__sphinx-8475	1	1652	results_swev	1	1	1	
sphinx-doc__sphinx-8548	1	9356	results_swev	1	1	1	
sphinx-doc__sphinx-9230	1	5936	results_swev	1	1	1	
sphinx-doc__sphinx-9258	1	1032	results_swev	1	1	1	
sphinx-doc__sphinx-9602	0	5956	results_swev	1	1	1	
sphinx-doc__sphinx-9698	1	1398	results_swev	1	1	1	
sympy__sympy-12096	1	2545	results_swev	1	1	1	
sympy__sympy-12481	1	3778	results_swev	1	1	1	
sympy__sympy-12489	1	9186	results_swev	1	1	1	
sympy__sympy-13551	1	1223	results_swev	1	1	1	
sympy__sympy-13647	1	2596	results_swev	1	1	1	
sympy__sympy-13757	1	647	results_swev	1	1	1	
sympy__sympy-13852	0	1585	results_swev	1	1	1	
sympy__sympy-13877	1	962	results_swev	1	1	1	
sympy__sympy-14531	1	1393	results_swev	1	1	1	
sympy__sympy-15017	1	3193	results_swev	1	1	1	
sympy__sympy-15875	1	1983	results_swev	1	1	1	
sympy__sympy-16766	1	789	results_swev	1	1	1	
sympy__sympy-16792	1	1144	results_swev	1	1	1	
sympy__sympy-17655	1	3573	results_swev	1	1	1	
sympy__sympy-18698	1	3156	results_swev	1	1	1	
sympy__sympy-18763	0	541	results_swev	1	1	1	
sympy__sympy-19040	1	1680	results_swev	1	1	1	
sympy__sympy-19495	1	549	results_swev	1	1	1	
sympy__sympy-19637	1	417	results_swev	1	1	1	
sympy__sympy-19954	1	1777	results_swev	1	1	1	
sympy__sympy-20154	1	4217	results_swev	1	1	1	
sympy__sympy-21612	1	712	results_swev	1	1	1	
sympy__sympy-23824	1	1854	results_swev	1	1	1	
sympy__sympy-24213	1	2330	results_swev	1	1	1	
sympy__sympy-24443	1	3497	results_swev	1	1	1	
