instance_id	verdict	patch_bytes	source_tree	has_log	has_tool_calls	has_llm_parquet	note
query-optimize	0.0		results_tb2v	1	1	1	busy-notice rerun replaces main-table run (quiet-long-command trap)
raman-fitting	0.0		results_tb2t	1	1	1	
regex-chess	0.0		results_tb2v	1	1	1	busy-notice rerun replaces main-table run (quiet-long-command trap)
regex-log	1.0		results_tb2t	1	1	1	
reshard-c4-data	1.0		results_tb2t	1	1	1	
rstan-to-pystan	0.0		results_tb2v	1	1	1	busy-notice rerun replaces main-table run (quiet-long-command trap)
sam-cell-seg	0.0		results_tb2t	1	1	1	
sanitize-git-repo	0.0		results_tb2t	1	1	1	
schemelike-metacircular-eval	0.0		results_tb2t	1	1	1	
sparql-university	0.0		results_tb2v	1	1	1	busy-notice rerun replaces main-table run (quiet-long-command trap)
sqlite-db-truncate	0.0		results_tb2t	1	1	1	
sqlite-with-gcov	0.0		results_tb2t	1	1	1	
torch-pipeline-parallelism	0.0		results_tb2v	1	1	1	busy-notice rerun replaces main-table run (quiet-long-command trap)
torch-tensor-parallelism	0.0		results_tb2v	1	1	1	busy-notice rerun replaces main-table run (quiet-long-command trap)
train-fasttext	0.0		results_tb2t	1	1	1	
tune-mjcf	0.0		results_tb2t	1	1	1	
video-processing	0.0		results_tb2t	1	1	1	
vulnerable-secret	0.0		results_tb2t	1	1	1	
winning-avg-corewars	0.0		results_tb2t	1	1	1	
write-compressor	0.0		results_tb2v	1	1	1	busy-notice rerun replaces main-table run (quiet-long-command trap)
