instance_id	verdict	patch_bytes	source_tree	has_log	has_tool_calls	has_llm_parquet	note
matplotlib__matplotlib-20859	0	1230	results_swev	1	1	1	
matplotlib__matplotlib-22865	0	0	results_swev	1	1	1	
matplotlib__matplotlib-22871	1	856	results_swev	1	1	1	
matplotlib__matplotlib-23314	1	526	results_swev	1	1	1	
matplotlib__matplotlib-24970	1	805	results_swev	1	1	1	
matplotlib__matplotlib-25287	1	1642	results_swev	1	1	1	
matplotlib__matplotlib-25332	0	1732	results_swev	1	1	1	
matplotlib__matplotlib-25479	0	1433	results_swev	1	1	1	
matplotlib__matplotlib-26466	0	1313	results_swev	1	1	1	
psf__requests-1724	1	3011	results_swev	1	1	1	
psf__requests-6028	0	1746	results_swev	1	1	1	
pydata__xarray-3993	1	2263	results_swev	1	1	1	
pydata__xarray-4629	1	503	results_swev	1	1	1	
pydata__xarray-4687	0	0	results_swev	1	1	1	
pydata__xarray-6461	1	672	results_swev	1	1	1	
pydata__xarray-6744	1	2165	results_swev	1	1	1	
pydata__xarray-7229	0	1575	results_swev	1	1	1	
pydata__xarray-7233	1	612	results_swev	1	1	1	
pydata__xarray-7393	1	716	results_swev	1	1	1	
pylint-dev__pylint-6386	1	3002	results_swev	1	1	1	
pylint-dev__pylint-6528	1	3152	results_swev	1	1	1	
pylint-dev__pylint-6903	1	490	results_swev	1	1	1	
pylint-dev__pylint-8898	0	3711	results_swev	1	1	1	
pytest-dev__pytest-10356	0	4371	results_swev	1	1	1	
pytest-dev__pytest-5809	1	1057	results_swev	1	1	1	
pytest-dev__pytest-5840	0	1195	results_swev	1	1	1	
pytest-dev__pytest-6202	1	395	results_swev	1	1	1	
pytest-dev__pytest-7432	1	892	results_swev	1	1	1	
pytest-dev__pytest-7571	1	33947	results_swev	1	1	1	
scikit-learn__scikit-learn-10844	1	631	results_swev	1	1	1	
scikit-learn__scikit-learn-11578	1	805	results_swev	1	1	1	
scikit-learn__scikit-learn-13439	1	484	results_swev	1	1	1	
scikit-learn__scikit-learn-13779	1	699	results_swev	1	1	1	
scikit-learn__scikit-learn-14053	1	591	results_swev	1	1	1	
scikit-learn__scikit-learn-15100	1	866	results_swev	1	1	1	
scikit-learn__scikit-learn-25102	1	2775	results_swev	1	1	1	
scikit-learn__scikit-learn-26194	0	3639	results_swev	1	1	1	
scikit-learn__scikit-learn-9288	0	0	results_swev	1	1	1	
sphinx-doc__sphinx-10449	1	3391	results_swev	1	1	1	
sphinx-doc__sphinx-10466	1	918	results_swev	1	1	1	
sphinx-doc__sphinx-11510	0	2644	results_swev	1	1	1	
sphinx-doc__sphinx-7440	1	1235	results_swev	1	1	1	
sphinx-doc__sphinx-7985	0	2444	results_swev	1	1	1	
sphinx-doc__sphinx-8265	1	2492	results_swev	1	1	1	
sphinx-doc__sphinx-8459	1	767	results_swev	1	1	1	
sphinx-doc__sphinx-8475	1	1072	results_swev	1	1	1	
sphinx-doc__sphinx-8548	1	2042	results_swev	1	1	1	
sphinx-doc__sphinx-9230	1	1921	results_swev	1	1	1	
sphinx-doc__sphinx-9258	0	7546	results_swev	1	1	1	
sphinx-doc__sphinx-9602	0	11165	results_swev	1	1	1	
sphinx-doc__sphinx-9698	1	2067	results_swev	1	1	1	
sympy__sympy-12096	1	624	results_swev	1	1	1	
sympy__sympy-12481	1	1580	results_swev	1	1	1	
sympy__sympy-12489	0	0	results_swev	1	1	1	
sympy__sympy-13091	0	5309	results_swev	1	1	1	
sympy__sympy-13551	1	1232	results_swev	1	1	1	
sympy__sympy-13647	1	529	results_swev	1	1	1	
sympy__sympy-13757	1	392	results_swev	1	1	1	
sympy__sympy-13852	0	1709	results_swev	1	1	1	
sympy__sympy-13877	0	776	results_swev	1	1	1	
sympy__sympy-14531	1	2255	results_swev	1	1	1	
sympy__sympy-15017	0	3554	results_swev	1	1	1	
sympy__sympy-15875	0	1711	results_swev	1	1	1	
sympy__sympy-16766	1	666	results_swev	1	1	1	
sympy__sympy-16792	1	5927	results_swev	1	1	1	
sympy__sympy-18698	1	1519	results_swev	1	1	1	
sympy__sympy-18763	0	1193	results_swev	1	1	1	
sympy__sympy-19040	1	851	results_swev	1	1	1	
sympy__sympy-19495	1	1204	results_swev	1	1	1	
sympy__sympy-19637	1	417	results_swev	1	1	1	
sympy__sympy-19954	1	1396	results_swev	1	1	1	
sympy__sympy-20154	1	3634	results_swev	1	1	1	
sympy__sympy-21612	1	1591	results_swev	1	1	1	
sympy__sympy-23824	1	591	results_swev	1	1	1	
sympy__sympy-24213	1	691	results_swev	1	1	1	
sympy__sympy-24443	1	651	results_swev	1	1	1	
