dataset	mode	framework	instance_id	source_tree	verdict	patch_bytes	has_log	has_tool_calls	has_llm_parquet	note
pro_250	thinking	hermes	instance_NodeBB__NodeBB-f9ce92df988db7c1ae55d9ef96d247d27478bc70-vf2cf3cbd463b7ad942381f1c6d077626485a1e9e	results_nonet	1	742	1	1	1	
pro_250	thinking	hermes	instance_ansible__ansible-106909db8b730480615f4a33de0eb5b710944e78-v0f01c69f1e2528b935359cfe578530722bca2c59	results_nonet	0	5500	1	1	1	
pro_250	thinking	hermes	instance_ansible__ansible-164881d871964aa64e0f911d03ae270acbad253c-v390e508d27db7a51eece36bb6d9698b63a5b638a	results_nonet	1	4253	1	1	1	
pro_250	thinking	hermes	instance_ansible__ansible-1b70260d5aa2f6c9782fd2b848e8d16566e50d85-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5	results_nonet	1	9729	1	1	1	
pro_250	thinking	hermes	instance_ansible__ansible-1bd7dcf339dd8b6c50bc16670be2448a206f4fdb-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5	results_nonet	0	13976	1	1	1	
pro_250	thinking	hermes	instance_ansible__ansible-1ee70fc272aff6bf3415357c6e13c5de5b928d9b-v1055803c3a812189a1133297f7f5468579283f86	results_nonet	1	3490	1	1	1	
pro_250	thinking	hermes	instance_ansible__ansible-29aea9ff3466e4cd2ed00524b9e56738d568ce8b-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5	results_nonet	1	6411	1	1	1	
pro_250	thinking	hermes	instance_ansible__ansible-3889ddeb4b780ab4bac9ca2e75f8c1991bcabe83-v0f01c69f1e2528b935359cfe578530722bca2c59	results_nonet	0	4646	1	1	1	
pro_250	thinking	hermes	instance_ansible__ansible-40ade1f84b8bb10a63576b0ac320c13f57c87d34-v6382ea168a93d80a64aab1fbd8c4f02dc5ada5bf	results_nonet	0	41846	1	1	1	
pro_250	thinking	hermes	instance_ansible__ansible-415e08c2970757472314e515cb63a51ad825c45e-v7eee2454f617569fd6889f2211f75bc02a35f9f8	results_nonet	1	5724	1	1	1	
pro_250	thinking	hermes	instance_ansible__ansible-42355d181a11b51ebfc56f6f4b3d9c74e01cb13b-v1055803c3a812189a1133297f7f5468579283f86	results_nonet	1	20155	1	1	1	
pro_250	thinking	hermes	instance_ansible__ansible-5d253a13807e884b7ce0b6b57a963a45e2f0322c-v1055803c3a812189a1133297f7f5468579283f86	results_nonet	1	8901	1	1	1	
pro_250	thinking	hermes	instance_ansible__ansible-5e369604e1930b1a2e071fecd7ec5276ebd12cb1-v0f01c69f1e2528b935359cfe578530722bca2c59	results_nonet	0	11130	1	1	1	
pro_250	thinking	hermes	instance_ansible__ansible-5e88cd9972f10b66dd97e1ee684c910c6a2dd25e-v906c969b551b346ef54a2c0b41e04f632b7b73c2	results_nonet	1	5335	1	1	1	
pro_250	thinking	hermes	instance_ansible__ansible-748f534312f2073a25a87871f5bd05882891b8c4-v0f01c69f1e2528b935359cfe578530722bca2c59	results_nonet	1	5790	1	1	1	
pro_250	thinking	hermes	instance_ansible__ansible-7e1a347695c7987ae56ef1b6919156d9254010ad-v390e508d27db7a51eece36bb6d9698b63a5b638a	results_nonet	0	14261	1	1	1	
pro_250	thinking	hermes	instance_ansible__ansible-8127abbc298cabf04aaa89a478fc5e5e3432a6fc-v30a923fb5c164d6cd18280c02422f75e611e8fb2	results_nonet	0	25148	1	1	1	
pro_250	thinking	hermes	instance_ansible__ansible-83fb24b923064d3576d473747ebbe62e4535c9e3-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5	results_nonet	0	3639	1	1	1	
pro_250	thinking	hermes	instance_ansible__ansible-942424e10b2095a173dbd78e7128f52f7995849b-v30a923fb5c164d6cd18280c02422f75e611e8fb2	results_nonet	0	13772	1	1	1	
pro_250	thinking	hermes	instance_ansible__ansible-a7d2a4e03209cff1e97e59fd54bb2b05fdbdbec6-v0f01c69f1e2528b935359cfe578530722bca2c59	results_nonet	1	4543	1	1	1	
pro_250	thinking	hermes	instance_ansible__ansible-bf98f031f3f5af31a2d78dc2f0a58fe92ebae0bb-v1055803c3a812189a1133297f7f5468579283f86	results_nonet	0	9817	1	1	1	
pro_250	thinking	hermes	instance_ansible__ansible-c1f2df47538b884a43320f53e787197793b105e8-v906c969b551b346ef54a2c0b41e04f632b7b73c2	results_nonet	0	18528	1	1	1	
pro_250	thinking	hermes	instance_ansible__ansible-d2f80991180337e2be23d6883064a67dcbaeb662-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5	results_nonet	1	16426	1	1	1	
pro_250	thinking	hermes	instance_ansible__ansible-d58e69c82d7edd0583dd8e78d76b075c33c3151e-v173091e2e36d38c978002990795f66cfc0af30ad	results_nonet	0	17726	1	1	1	
pro_250	thinking	hermes	instance_ansible__ansible-d62496fe416623e88b90139dc7917080cb04ce70-v0f01c69f1e2528b935359cfe578530722bca2c59	results_nonet	1	4825	1	1	1	
pro_250	thinking	hermes	instance_ansible__ansible-d6d2251929c84c3aa883bad7db0f19cc9ff0339e-v30a923fb5c164d6cd18280c02422f75e611e8fb2	results_nonet	1	24800	1	1	1	
pro_250	thinking	hermes	instance_ansible__ansible-de01db08d00c8d2438e1ba5989c313ba16a145b0-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5	results_nonet	1	4851	1	1	1	
pro_250	thinking	hermes	instance_ansible__ansible-deb54e4c5b32a346f1f0b0a14f1c713d2cc2e961-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5	results_nonet	1	4294	1	1	1	
pro_250	thinking	hermes	instance_ansible__ansible-e64c6c1ca50d7d26a8e7747d8eb87642e767cd74-v0f01c69f1e2528b935359cfe578530722bca2c59	results_nonet	0	3752	1	1	1	
pro_250	thinking	hermes	instance_ansible__ansible-f86c58e2d235d8b96029d102c71ee2dfafd57997-v0f01c69f1e2528b935359cfe578530722bca2c59	results_nonet	0	10740	1	1	1	
pro_250	thinking	hermes	instance_ansible__ansible-f8ef34672b961a95ec7282643679492862c688ec-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5	results_nonet	1	15322	1	1	1	
pro_250	thinking	hermes	instance_ansible__ansible-fb144c44144f8bd3542e71f5db62b6d322c7bd85-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5	results_nonet	1	3073	1	1	1	
pro_250	thinking	hermes	instance_element-hq__element-web-1077729a19c0ce902e713cf6fab42c91fb7907f1-vnan	results_nonet	0	7651	1	1	1	
pro_250	thinking	hermes	instance_element-hq__element-web-18c03daa865d3c5b10e52b669cd50be34c67b2e5-vnan	results_nonet	1	3949	1	1	1	
pro_250	thinking	hermes	instance_element-hq__element-web-33299af5c9b7a7ec5a9c31d578d4ec5b18088fb7-vnan	results_nonet	0	4513	1	1	1	
pro_250	thinking	hermes	instance_element-hq__element-web-33e8edb3d508d6eefb354819ca693b7accc695e7	results_nonet	1	14051	1	1	1	
pro_250	thinking	hermes	instance_element-hq__element-web-459df4583e01e4744a52d45446e34183385442d6-vnan	results_nonet	0	6092	1	1	1	
pro_250	thinking	hermes	instance_element-hq__element-web-494d9de6f0a94ffb491e74744d2735bce02dc0ab-vnan	results_nonet	1	4723	1	1	1	
pro_250	thinking	hermes	instance_element-hq__element-web-4c6b0d35add7ae8d58f71ea1711587e31081444b-vnan	results_nonet	1	6049	1	1	1	
pro_250	thinking	hermes	instance_element-hq__element-web-4fec436883b601a3cac2d4a58067e597f737b817-vnan	results_nonet	0	17058	1	1	1	
pro_250	thinking	hermes	instance_element-hq__element-web-53b42e321777a598aaf2bb3eab22d710569f83a8-vnan	results_nonet	1	6532	1	1	1	
pro_250	thinking	hermes	instance_element-hq__element-web-6961c256035bed0b7640a6e5907652c806968478-vnan	results_nonet	1	12115	1	1	1	
pro_250	thinking	hermes	instance_element-hq__element-web-72a8f8f03b1a01bb70ef8a5bb61759416991b32c-vnan	results_nonet	1	1697	1	1	1	
pro_250	thinking	hermes	instance_element-hq__element-web-9bf77963ee5e036d54b2a3ca202fbf6378464a5e-vnan	results_nonet	1	5177	1	1	1	
pro_250	thinking	hermes	instance_element-hq__element-web-aeabf3b18896ac1eb7ae9757e66ce886120f8309-vnan	results_nonet	0	19333	1	1	1	
pro_250	thinking	hermes	instance_element-hq__element-web-b7fea97bb68c6628a644580076f840109132f074-vnan	results_nonet	0	21863	1	1	1	
pro_250	thinking	hermes	instance_element-hq__element-web-ca58617cee8aa91c93553449bfdf9b3465a5119b-vnan	results_nonet	1	19098	1	1	1	
pro_250	thinking	hermes	instance_element-hq__element-web-ca8b1b04effb4fec0e1dd3de8e3198eeb364d50e-vnan	results_nonet	1	2950	1	1	1	
pro_250	thinking	hermes	instance_element-hq__element-web-d405160080bbe804f7e9294067d004a7d4dad9d6-vnan	results_nonet	0	11231	1	1	1	
pro_250	thinking	hermes	instance_element-hq__element-web-f63160f38459fb552d00fcc60d4064977a9095a6-vnan	results_nonet	0	9346	1	1	1	
pro_250	thinking	hermes	instance_element-hq__element-web-fe14847bb9bb07cab1b9c6c54335ff22ca5e516a-vnan	results_nonet	0	19945	1	1	1	
pro_250	thinking	hermes	instance_flipt-io__flipt-0fd09def402258834b9d6c0eaa6d3b4ab93b4446	results_nonet	0	77040	1	1	1	
pro_250	thinking	hermes	instance_flipt-io__flipt-2eac0df47b5ecc8bb05002d80383ceb08ab3620a	results_nonet	1	8011	1	1	1	
pro_250	thinking	hermes	instance_flipt-io__flipt-381b90f718435c4694380b5fcd0d5cf8e3b5a25a	results_nonet	0	4474	1	1	1	
pro_250	thinking	hermes	instance_flipt-io__flipt-3d5a345f94c2adc8a0eaa102c189c08ad4c0f8e8	results_nonet	0	6468	1	1	1	
pro_250	thinking	hermes	instance_flipt-io__flipt-3ef34d1fff012140ba86ab3cafec8f9934b492be	results_nonet	1	49820	1	1	1	
pro_250	thinking	hermes	instance_flipt-io__flipt-492cc0b158200089dceede3b1aba0ed28df3fb1d	results_nonet	0	35365	1	1	1	
pro_250	thinking	hermes	instance_flipt-io__flipt-6fd0f9e2587f14ac1fdd1c229f0bcae0468c8daa	results_nonet	0	23413	1	1	1	
pro_250	thinking	hermes	instance_flipt-io__flipt-7161f7b876773a911afdd804b281e52681cb7321	results_nonet	1	8917	1	1	1	
pro_250	thinking	hermes	instance_flipt-io__flipt-967855b429f749c28c112b8cb1b15bc79157f973	results_nonet	1	139870	1	1	1	
pro_250	thinking	hermes	instance_flipt-io__flipt-a0cbc0cb65ae601270bdbe3f5313e2dfd49c80e4	results_nonet	0	6213	1	1	1	
pro_250	thinking	hermes	instance_flipt-io__flipt-abaa5953795afb9c621605bb18cb32ac48b4508c	results_nonet	1	12636	1	1	1	
pro_250	thinking	hermes	instance_flipt-io__flipt-b2170346dc37cf42fda1386cd630f24821ad2ac5	results_nonet	1	7108	1	1	1	
pro_250	thinking	hermes	instance_flipt-io__flipt-b22f5f02e40b225b6b93fff472914973422e97c6	results_nonet	1	4133	1	1	1	
pro_250	thinking	hermes	instance_flipt-io__flipt-b3cd920bbb25e01fdb2dab66a5a913363bc62f6c	results_nonet	0	44789	1	1	1	
pro_250	thinking	hermes	instance_flipt-io__flipt-b433bd05ce405837804693bebd5f4b88d87133c8	results_nonet	1	40007	1	1	1	
pro_250	thinking	hermes	instance_flipt-io__flipt-b68b8960b8a08540d5198d78c665a7eb0bea4008	results_nonet	0	14024	1	1	1	
pro_250	thinking	hermes	instance_flipt-io__flipt-b6cef5cdc0daff3ee99e5974ed60a1dc6b4b0d67	results_nonet	0	3168	1	1	1	
pro_250	thinking	hermes	instance_flipt-io__flipt-c12967bc73fdf02054cf3ef8498c05e25f0a18c0	results_nonet	1	11327	1	1	1	
pro_250	thinking	hermes	instance_flipt-io__flipt-c1fd7a81ef9f23e742501bfb26d914eb683262aa	results_nonet	0	10589	1	1	1	
pro_250	thinking	hermes	instance_flipt-io__flipt-e2bd19dafa7166c96b082fb2a59eb54b4be0d778	results_nonet	0	17315	1	1	1	
pro_250	thinking	hermes	instance_flipt-io__flipt-e42da21a07a5ae35835ec54f74004ebd58713874	results_nonet	1	80729	1	1	1	
pro_250	thinking	hermes	instance_flipt-io__flipt-e91615cf07966da41756017a7d571f9fc0fdbe80	results_nonet	0	26909	1	1	1	
pro_250	thinking	hermes	instance_flipt-io__flipt-ea9a2663b176da329b3f574da2ce2a664fc5b4a1	results_nonet	0	39585	1	1	1	
pro_250	thinking	hermes	instance_flipt-io__flipt-f36bd61fb1cee4669de1f00e59da462bfeae8765	results_nonet	0	16477	1	1	1	
pro_250	thinking	hermes	instance_flipt-io__flipt-f808b4dd6e36b9dc8b011eb26b196f4e2cc64c41	results_nonet	0	20037	1	1	1	
pro_250	thinking	hermes	instance_future-architect__vuls-2923cbc645fbc7a37d50398eb2ab8febda8c3264	results_nonet	1	6680	1	1	1	
pro_250	thinking	hermes	instance_future-architect__vuls-3c1489e588dacea455ccf4c352a3b1006902e2d4	results_nonet	0	22441	1	1	1	
pro_250	thinking	hermes	instance_future-architect__vuls-436341a4a522dc83eb8bddd1164b764c8dd6bc45	results_nonet	1	5336	1	1	1	
pro_250	thinking	hermes	instance_future-architect__vuls-4a72295de7b91faa59d90a5bee91535bbe76755d	results_nonet	0	9998	1	1	1	
pro_250	thinking	hermes	instance_future-architect__vuls-5af1a227339e46c7abf3f2815e4c636a0c01098e	results_nonet	0	11844	1	1	1	
pro_250	thinking	hermes	instance_future-architect__vuls-61c39637f2f3809e1b5dad05f0c57c799dce1587	results_nonet	0	7807	1	1	1	
pro_250	thinking	hermes	instance_future-architect__vuls-6682232b5c8a9d08c0e9f15bd90d41bff3875adc	results_nonet	1	8133	1	1	1	
pro_250	thinking	hermes	instance_future-architect__vuls-73f0adad95c4d227e2ccfa876c85cc95dd065e13	results_nonet	1	13596	1	1	1	
pro_250	thinking	hermes	instance_future-architect__vuls-7e91f5ef7e5712b1a3d7d5066ad6607e9debc21c	results_nonet	1	1610	1	1	1	
pro_250	thinking	hermes	instance_future-architect__vuls-83bcca6e669ba2e4102f26c4a2b52f78c7861f1a	results_nonet	0	28942	1	1	1	
pro_250	thinking	hermes	instance_future-architect__vuls-9a32a94806b54141b7ff12503c48da680ebcf199	results_nonet	1	5848	1	1	1	
pro_250	thinking	hermes	instance_future-architect__vuls-a76302c11174ca081f656c63a000ffa746e350af	results_nonet	1	356618	1	1	1	
pro_250	thinking	hermes	instance_future-architect__vuls-aaea15e516ece43978cf98e09e52080478b1d39f	results_nonet	1	3102	1	1	1	
pro_250	thinking	hermes	instance_future-architect__vuls-b8db2e0b74f60cb7d45f710f255e061f054b6afc	results_nonet	1	5710	1	1	1	
pro_250	thinking	hermes	instance_future-architect__vuls-be7b9114cc9545e68fb0ee7bc63d7ec53d1a00ad	results_nonet	1	7151	1	1	1	
pro_250	thinking	hermes	instance_future-architect__vuls-bff6b7552370b55ff76d474860eead4ab5de785a-v1151a6325649aaf997cd541ebe533b53fddf1b07	results_nonet	0	8401	1	1	1	
pro_250	thinking	hermes	instance_future-architect__vuls-cc63a0eccfdd318e67c0a6edeffc7bf09b6025c0	results_nonet	1	2588	1	1	1	
pro_250	thinking	hermes	instance_future-architect__vuls-e1df74cbc1a1d1889428b3333a3b2405c4651993	results_nonet	1	1489	1	1	1	
pro_250	thinking	hermes	instance_future-architect__vuls-e1fab805afcfc92a2a615371d0ec1e667503c254-v264a82e2f4818e30f5a25e4da53b27ba119f62b5	results_nonet	0	6118	1	1	1	
pro_250	thinking	hermes	instance_future-architect__vuls-e52fa8d6ed1d23e36f2a86e5d3efe9aa057a1b0d	results_nonet	1	3775	1	1	1	
pro_250	thinking	hermes	instance_future-architect__vuls-f6509a537660ea2bce0e57958db762edd3a36702	results_nonet	1	4645	1	1	1	
pro_250	thinking	hermes	instance_future-architect__vuls-f6cc8c263dc00329786fa516049c60d4779c4a07	results_nonet	1	3957	1	1	1	
pro_250	thinking	hermes	instance_gravitational__teleport-0415e422f12454db0c22316cf3eaa5088d6b6322	results_nonet	0	17890	1	1	1	
pro_250	thinking	hermes	instance_gravitational__teleport-0ecf31de0e98b272a6a2610abe1bbedd379a38a3-vce94f93ad1030e3136852817f2423c1b3ac37bc4	results_nonet	1	4397	1	1	1	
pro_250	thinking	hermes	instance_gravitational__teleport-1a77b7945a022ab86858029d30ac7ad0d5239d00-vee9b09fb20c43af7e520f57e9239bbcf46b7113d	results_nonet	1	6077	1	1	1	
pro_250	thinking	hermes	instance_gravitational__teleport-288c5519ce0dec9622361a5e5d6cd36aa2d9e348	results_nonet	0	109347	1	1	1	
pro_250	thinking	hermes	instance_gravitational__teleport-2b15263e49da5625922581569834eec4838a9257-vee9b09fb20c43af7e520f57e9239bbcf46b7113d	results_nonet	0	20371	1	1	1	
pro_250	thinking	hermes	instance_gravitational__teleport-2bb3bbbd8aff1164a2353381cb79e1dc93b90d28-vee9b09fb20c43af7e520f57e9239bbcf46b7113d	results_nonet	0	31489	1	1	1	
pro_250	thinking	hermes	instance_gravitational__teleport-2be514d3c33b0ae9188e11ac9975485c853d98bb-vce94f93ad1030e3136852817f2423c1b3ac37bc4	results_nonet	1	11039	1	1	1	
pro_250	thinking	hermes	instance_gravitational__teleport-326fd1d7be87b03998dbc53bc706fdef90f5065c-v626ec2a48416b10a88641359a169d99e935ff037	results_nonet	1	15243	1	1	1	
pro_250	thinking	hermes	instance_gravitational__teleport-32bcd71591c234f0d8b091ec01f1f5cbfdc0f13c-vee9b09fb20c43af7e520f57e9239bbcf46b7113d	results_nonet	1	11620	1	1	1	
pro_250	thinking	hermes	instance_gravitational__teleport-3587cca7840f636489449113969a5066025dd5bf	results_nonet	0	153668	1	1	1	
pro_250	thinking	hermes	instance_gravitational__teleport-46aa81b1ce96ebb4ebed2ae53fd78cd44a05da6c-vee9b09fb20c43af7e520f57e9239bbcf46b7113d	results_nonet	0	13545	1	1	1	
pro_250	thinking	hermes	instance_gravitational__teleport-47530e1fd8bfb84ec096ebcbbc29990f30829655-vee9b09fb20c43af7e520f57e9239bbcf46b7113d	results_nonet	1	18112	1	1	1	
pro_250	thinking	hermes	instance_gravitational__teleport-4d0117b50dc8cdb91c94b537a4844776b224cd3d	results_nonet	0	21350	1	1	1	
pro_250	thinking	hermes	instance_gravitational__teleport-4f771403dc4177dc26ee0370f7332f3fe54bee0f-vee9b09fb20c43af7e520f57e9239bbcf46b7113d	results_nonet	0	14586	1	1	1	
pro_250	thinking	hermes	instance_gravitational__teleport-5dca072bb4301f4579a15364fcf37cc0c39f7f6c	results_nonet	0	3480	1	1	1	
pro_250	thinking	hermes	instance_gravitational__teleport-6eaaf3a27e64f4ef4ef855bd35d7ec338cf17460-v626ec2a48416b10a88641359a169d99e935ff037	results_nonet	0	7510	1	1	1	
pro_250	thinking	hermes	instance_gravitational__teleport-7744f72c6eb631791434b648ba41083b5f6d2278-vce94f93ad1030e3136852817f2423c1b3ac37bc4	results_nonet	0	35486	1	1	1	
pro_250	thinking	hermes	instance_gravitational__teleport-82185f232ae8974258397e121b3bc2ed0c3729ed-v626ec2a48416b10a88641359a169d99e935ff037	results_nonet	0	24452	1	1	1	
pro_250	thinking	hermes	instance_gravitational__teleport-8302d467d160f869b77184e262adbe2fbc95d9ba-vce94f93ad1030e3136852817f2423c1b3ac37bc4	results_nonet	0	10976	1	1	1	
pro_250	thinking	hermes	instance_gravitational__teleport-89f0432ad5dc70f1f6a30ec3a8363d548371a718	results_nonet	0	3739	1	1	1	
pro_250	thinking	hermes	instance_gravitational__teleport-96019ce0be7a2c8e36363f359eb7c943b41dde70	results_nonet	1	10809	1	1	1	
pro_250	thinking	hermes	instance_gravitational__teleport-ad41b3c15414b28a6cec8c25424a19bfa7abd0e9-vee9b09fb20c43af7e520f57e9239bbcf46b7113d	results_nonet	1	11378	1	1	1	
pro_250	thinking	hermes	instance_gravitational__teleport-af5e2517de7d18406b614e413aca61c319312171-vee9b09fb20c43af7e520f57e9239bbcf46b7113d	results_nonet	1	6073	1	1	1	
pro_250	thinking	hermes	instance_gravitational__teleport-b1bcd8b90c474a35bb11cc3ef4cc8941e1f8eab2-vee9b09fb20c43af7e520f57e9239bbcf46b7113d	results_nonet	1	12037	1	1	1	
pro_250	thinking	hermes	instance_gravitational__teleport-b4e7cd3a5e246736d3fe8d6886af55030b232277	results_nonet	0	6219	1	1	1	
pro_250	thinking	hermes	instance_gravitational__teleport-ba6c4a135412c4296dd5551bd94042f0dc024504-v626ec2a48416b10a88641359a169d99e935ff037	results_nonet	0	11774	1	1	1	
pro_250	thinking	hermes	instance_gravitational__teleport-c335534e02de143508ebebc7341021d7f8656e8f	results_nonet	1	4588	1	1	1	
pro_250	thinking	hermes	instance_gravitational__teleport-cb712e3f0b06dadc679f895daef8072cae400c26-vee9b09fb20c43af7e520f57e9239bbcf46b7113d	results_nonet	1	6512	1	1	1	
pro_250	thinking	hermes	instance_gravitational__teleport-e6681abe6a7113cfd2da507f05581b7bdf398540-v626ec2a48416b10a88641359a169d99e935ff037	results_nonet	0	16664	1	1	1	
pro_250	thinking	hermes	instance_gravitational__teleport-eda668c30d9d3b56d9c69197b120b01013611186	results_nonet	0	17053	1	1	1	
pro_250	thinking	hermes	instance_gravitational__teleport-eefac60a350930e5f295f94a2d55b94c1988c04e-vee9b09fb20c43af7e520f57e9239bbcf46b7113d	results_nonet	0	5640	1	1	1	
pro_250	thinking	hermes	instance_gravitational__teleport-f432a71a13e698b6e1c4672a2e9e9c1f32d35c12	results_nonet	0	9142	1	1	1	
pro_250	thinking	hermes	instance_gravitational__teleport-fb0ab2b9b771377a689fd0d0374777c251e58bbf	results_nonet	0	17176	1	1	1	
pro_250	thinking	hermes	instance_internetarchive__openlibrary-03095f2680f7516fca35a58e665bf2a41f006273-v8717e18970bcdc4e0d2cea3b1527752b21e74866	results_nonet	0	3818	1	1	1	
pro_250	thinking	hermes	instance_internetarchive__openlibrary-09865f5fb549694d969f0a8e49b9d204ef1853ca-ve8c8d62a2b60610a3c4631f5f23ed866bada9818	results_nonet	1	10921	1	1	1	
pro_250	thinking	hermes	instance_internetarchive__openlibrary-0a90f9f0256e4f933523e9842799e39f95ae29ce-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c	results_nonet	0	10510	1	1	1	
pro_250	thinking	hermes	instance_internetarchive__openlibrary-111347e9583372e8ef91c82e0612ea437ae3a9c9-v2d9a6c849c60ed19fd0858ce9e40b7cc8e097e59	results_nonet	0	6650	1	1	1	
pro_250	thinking	hermes	instance_internetarchive__openlibrary-1be7de788a444f6255e89c10ef6aa608550604a8-v29f82c9cf21d57b242f8d8b0e541525d259e2d63	results_nonet	1	14097	1	1	1	
pro_250	thinking	hermes	instance_internetarchive__openlibrary-25858f9f0c165df25742acf8309ce909773f0cdd-v13642507b4fc1f8d234172bf8129942da2c2ca26	results_nonet	1	17849	1	1	1	
pro_250	thinking	hermes	instance_internetarchive__openlibrary-3f580a5f244c299d936d73d9e327ba873b6401d9-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4	results_nonet	1	2589	1	1	1	
pro_250	thinking	hermes	instance_internetarchive__openlibrary-427f1f4eddfc54735ca451779d4f95bf683d1b0e-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4	results_nonet	1	6495	1	1	1	
pro_250	thinking	hermes	instance_internetarchive__openlibrary-431442c92887a3aece3f8aa771dd029738a80eb1-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c	results_nonet	1	1254	1	1	1	
pro_250	thinking	hermes	instance_internetarchive__openlibrary-4a5d2a7d24c9e4c11d3069220c0685b736d5ecde-v13642507b4fc1f8d234172bf8129942da2c2ca26	results_nonet	1	2066	1	1	1	
pro_250	thinking	hermes	instance_internetarchive__openlibrary-53e02a22972e9253aeded0e1981e6845e1e521fe-vfa6ff903cb27f336e17654595dd900fa943dcd91	results_nonet	1	8893	1	1	1	
pro_250	thinking	hermes	instance_internetarchive__openlibrary-58999808a17a26b387f8237860a7a524d1e2d262-v08d8e8889ec945ab821fb156c04c7d2e2810debb	results_nonet	1	4436	1	1	1	
pro_250	thinking	hermes	instance_internetarchive__openlibrary-5de7de19211e71b29b2f2ba3b1dff2fe065d660f-v08d8e8889ec945ab821fb156c04c7d2e2810debb	results_nonet	0	15423	1	1	1	
pro_250	thinking	hermes	instance_internetarchive__openlibrary-60725705782832a2cb22e17c49697948a42a9d03-v298a7a812ceed28c4c18355a091f1b268fe56d86	results_nonet	1	1765	1	1	1	
pro_250	thinking	hermes	instance_internetarchive__openlibrary-6a117fab6c963b74dc1ba907d838e74f76d34a4b-v13642507b4fc1f8d234172bf8129942da2c2ca26	results_nonet	1	4919	1	1	1	
pro_250	thinking	hermes	instance_internetarchive__openlibrary-6fdbbeee4c0a7e976ff3e46fb1d36f4eb110c428-v08d8e8889ec945ab821fb156c04c7d2e2810debb	results_nonet	1	38456	1	1	1	
pro_250	thinking	hermes	instance_internetarchive__openlibrary-798a582540019363d14b2090755cc7b89a350788-v430f20c722405e462d9ef44dee7d34c41e76fe7a	results_nonet	1	13173	1	1	1	
pro_250	thinking	hermes	instance_internetarchive__openlibrary-7bf3238533070f2d24bafbb26eedf675d51941f6-v08d8e8889ec945ab821fb156c04c7d2e2810debb	results_nonet	1	7945	1	1	1	
pro_250	thinking	hermes	instance_internetarchive__openlibrary-8a9d9d323dfcf2a5b4f38d70b1108b030b20ebf3-v13642507b4fc1f8d234172bf8129942da2c2ca26	results_nonet	0	26384	1	1	1	
pro_250	thinking	hermes	instance_internetarchive__openlibrary-91efee627df01e32007abf2d6ebf73f9d9053076-vbee42ad1b72fb23c6a1c874868a720b370983ed2	results_nonet	1	12713	1	1	1	
